1.00391 7.7 1.0 0.3
1.01017 34.0 2.8 1.4
1.01575 294.5 13.3 12.4
1.01668 513.1 20.6 21.5
1.01759 809.1 32.5 34.0
1.01878 1295.0 33.7 54.4
1.01979 1372.4 23.9 57.6
1.02065 1051.9 30.3 44.2
1.02168 667.2 22.3 28.0
1.02327 359.5 11.7 15.1
1.02823 108.1 4.0 4.5
1.03384 52.0 2.1 2.2
1.03959 31.0 1.5 1.4
1.04981 16.4 0.9 0.9
1.05966 11.0 0.7 0.7
1.00371 6.7 1.0 0.3
1.01034 33.7 2.7 1.4
1.01543 265.9 11.2 11.2
1.01678 532.6 21.7 22.4
1.01772 875.1 34.1 36.8
1.01862 1268.5 36.3 53.3
1.01951 1426.3 21.6 59.9
1.02043 1165.2 30.6 48.9
1.02141 767.0 24.7 32.2
1.02232 475.4 17.7 20.0
1.02752 125.3 4.2 5.3
1.03358 54.8 2.0 2.3
1.03964 29.6 1.4 1.3
1.04960 17.5 0.9 0.9
1.05952 11.7 0.7 0.7
