1.01047 70.97 0.51 1.42
1.01296 157.49 1.04 3.1
1.01507 360.26 5.4 7.2
1.01611 615.78 4.11 12.35
1.01715 1078.65 5.45 21.68
1.01716 1069.53 9.66 21.47
1.01805 1713.12 11.89 34.39
1.01912 2265.24 8.26 45.38
1.01921 2247.95 18.28 44.98
1.0194 2206.41 21.8 44.18
1.0199 1989.27 6.04 39.81
1.02122 1140.45 7.76 22.91
1.02131 1124.42 10.74 22.62
1.02208 800.86 5.84 16.1
1.02274 612.29 5.05 12.28
1.02326 517.19 5.7 10.37
1.02532 298.4 4.95 5.98
1.02796 174.44 1.58 3.46
1.02909 146.58 2.7 2.93
1.03391 83.45 1.15 2.33
1.04003 52.49 0.88 1.5
1.04986 32.65 0.45 0.91
1.05086 32.12 0.8 0.9
1.05995 24.66 0.61 0.69
