1.00391 7.7 3.0 0.3
1.01017 45.2 6.1 1.8
1.01575 315.5 20.2 12.6
1.01668 525.5 25.7 21.0
1.01759 836.3 37.6 33.4
1.01878 1324.7 40.4 53.0
1.01979 1388.4 36.2 55.5
1.02065 1053.0 35.6 42.1
1.02168 648.0 29.0 25.9
1.02327 352.0 16.7 14.1
1.02823 103.0 7.0 4.1
1.03384 45.1 4.0 1.8
1.03959 28.3 3.1 1.1
1.04981 13.3 2.1 0.8
1.05966 17.0 2.6 2.3
1.00371 7.4 2.9 0.3
1.01034 40.0 6.3 1.6
1.01543 288.3 17.2 11.5
1.01678 564.0 27.1 22.6
1.01772 923.1 39.5 36.9
1.01862 1337.1 42.7 53.5
1.01951 1473.8 34.7 59.0
1.02043 1193.1 37.2 47.7
1.02141 757.5 32.5 30.3
1.02232 465.9 24.5 18.6
1.02752 123.8 7.8 5.0
1.03358 55.4 4.2 2.2
1.03964 27.3 3.0 1.1
1.04960 15.0 2.1 0.9
1.05952 14.0 2.5 1.9
