2.65 66.679 7.794 3.56
2.75 50.96 4.72 2.312
2.85 40.562 3.284 1.545
2.95 31.287 2.623 1.166
3.1 8.527 0.629 0.75
3.3 14.038 0.854 0.38
3.5 7.582 0.603 0.23
3.7 4.724 0.458 0.157
3.9 4.101 0.343 0.124
4.1 2.397 0.238 0.076
4.3 1.702 0.19 0.057
4.5 0.806 0.123 0.028
4.7 0.664 0.104 0.028
4.9 0.521 0.085 0.019
5.1 0.359 0.076 0.019
5.35 0.331 0.047 0.009
5.75 0.141 0.027 0.006
6.25 0.046 0.02 0.006
6.75 0.044 0.017 0.004
7.25 0.019 0.013 0.004
