1.00391 7.65 0.99 0.3
1.01017 34.48 2.84 1.42
1.01575 314.31 14.19 13.24
1.01668 554.6 22.27 23.25
1.01759 879.54 35.33 36.99
1.01878 1349.17 35.11 56.7
1.01979 1298.42 22.61 54.51
1.02065 924.65 26.63 38.89
1.02168 571.57 19.1 24.01
1.02327 312.51 10.17 13.13
1.02823 98.55 3.65 4.1
1.03384 48.39 1.95 2.05
1.03959 29.13 1.41 1.32
1.04981 15.53 0.85 0.85
1.05966 10.46 0.67 0.67
1.00371 6.66 0.99 0.3
1.01034 34.21 2.74 1.42
1.01543 282.48 11.9 11.9
1.01678 576.39 23.48 24.26
1.01772 950.92 37.05 40.02
1.01862 1340.38 38.36 56.35
1.01951 1392.02 21.08 58.47
1.02043 1038.7 27.28 43.62
1.02141 658.19 21.2 27.66
1.02232 408.75 15.22 17.21
1.02752 113.74 3.81 4.81
1.03358 50.97 1.86 2.14
1.03964 27.81 1.32 1.22
1.0496 16.58 0.85 0.85
1.05952 11.13 0.67 0.67
