3.56643225 0.80600000 0.05491812
3.56643225 0.72100000 0.07561085
3.57210000 1.98000000 0.77833155
3.61000000 1.20000000 0.29529646
3.61000000 1.65000000 0.69835521
3.61000000 1.21000000 0.51478151
3.65765625 0.90600000 0.05936329
3.65765625 0.73500000 0.08127115
3.68640000 0.87000000 0.07071068
3.70562500 0.90000000 0.07071068
3.75390625 0.84500000 0.05630275
3.75390625 0.78700000 0.08919641
3.76360000 0.87000000 0.07071068
3.80250000 0.89000000 0.07810250
3.84160000 0.96000000 0.08485281
3.85140625 0.81700000 0.05491812
3.85140625 0.93300000 0.09620811
3.90062500 0.90000000 0.07071068
3.92040000 0.98000000 0.07810250
3.95015625 0.85400000 0.05714018
3.95015625 0.81800000 0.09889894
4.00000000 0.95000000 0.08485281
4.00000000 0.84130000 0.02733661
4.05015625 0.84200000 0.05660389
4.05015625 0.79700000 0.09360021
4.05015625 0.79600000 0.09677293
4.15140625 0.84600000 0.05714018
4.15140625 0.83300000 0.08292768
4.15140625 0.95000000 0.10046392
4.20250000 0.75340000 0.02978490
4.25390625 0.75000000 0.05300000
4.25390625 0.72300000 0.06767570
4.25390625 1.01100000 0.10346980
4.35765625 0.79600000 0.05437830
4.35765625 0.74900000 0.05780138
4.35765625 0.79200000 0.09323090
4.41000000 0.71260000 0.02329378
4.46265625 0.77900000 0.05353504
4.46265625 0.65400000 0.05630275
4.46265625 0.76200000 0.08766413
4.51562500 0.66000000 0.01992712
4.56890625 0.66600000 0.05077401
4.56890625 0.63700000 0.04940648
4.56890625 0.61000000 0.07716217
4.62250000 0.58880000 0.02468299
4.67640625 0.55100000 0.04750789
4.67640625 0.55700000 0.04743416
4.67640625 0.65000000 0.07843469
4.73062500 0.49100000 0.01682379
4.78515625 0.42900000 0.04031129
4.78515625 0.46700000 0.03920459
4.78515625 0.42700000 0.06484597
4.84000000 0.41160000 0.01386542
4.89515625 0.39000000 0.03807887
4.89515625 0.37100000 0.03420526
4.89515625 0.38500000 0.06236185
4.98360976 0.34190000 0.01159741
5.00640625 0.37900000 0.03577709
5.00640625 0.31000000 0.02906888
5.00640625 0.31400000 0.05385165
5.11890625 0.23400000 0.02996665
5.11890625 0.22500000 0.02262742
5.11890625 0.35900000 0.05508176
5.23265625 0.20100000 0.02773085
5.23265625 0.19200000 0.01979899
5.23265625 0.18600000 0.04438468
5.33332836 0.14800000 0.00648845
5.40562500 0.14300000 0.01843909
5.40562500 0.13610000 0.01131459
5.40562500 0.15400000 0.02816026
5.64062500 0.10500000 0.01627882
5.64062500 0.11630000 0.01210372
5.64062500 0.10700000 0.02376973
5.69490496 0.12200000 0.00456070
5.74081600 0.12190000 0.00393954
5.88062500 0.11500000 0.01341641
5.88062500 0.12610000 0.00956713
5.88062500 0.10000000 0.02154066
6.12562500 0.10100000 0.01208305
6.12562500 0.10010000 0.00912853
6.12562500 0.10800000 0.02024846
6.25000000 0.07790000 0.01127209
6.37562500 0.08400000 0.01077033
6.37562500 0.06740000 0.00686222
6.37562500 0.09000000 0.01772005
6.63062500 0.05500000 0.00854400
6.63062500 0.06110000 0.00590339
6.63062500 0.06400000 0.01431782
6.89062500 0.04000000 0.00854400
6.89062500 0.04100000 0.00470106
6.89062500 0.06700000 0.01334166
6.99285136 0.03970000 0.00176918
7.00343296 0.03820000 0.00176918
7.15562500 0.02800000 0.00670820
7.15562500 0.03360000 0.00394081
7.15562500 0.03100000 0.01118034
7.29000000 0.02980000 0.00688840
7.42562500 0.03600000 0.00761577
7.42562500 0.03070000 0.00424264
7.42562500 0.02600000 0.01019804
7.70062500 0.02900000 0.00670820
7.70062500 0.02680000 0.00361248
7.70062500 0.03300000 0.01019804
7.84000000 0.02200000 0.00287924
7.98062500 0.01800000 0.00509902
7.98062500 0.02160000 0.00325269
7.98062500 0.01800000 0.00905539
8.26562500 0.02700000 0.00632456
8.26562500 0.02040000 0.00284253
8.26562500 0.03000000 0.00854400
8.41000000 0.01500000 0.00070711
8.55562500 0.01900000 0.00538516
8.55562500 0.01020000 0.00272029
8.55562500 0.01800000 0.00806226
8.70250000 0.01170000 0.00117047
8.85062500 0.02000000 0.00538516
8.85062500 0.01410000 0.00264008
8.85062500 0.01900000 0.00707107
8.88636100 0.01290000 0.00120830
9.00000000 0.00920000 0.00104403
9.12040000 0.00900000 0.00094868
9.48640000 0.00900000 0.00042426
9.61000000 0.00420000 0.00256125
9.61000000 0.00840000 0.00183109
9.61000000 0.01110000 0.00169706
10.89000000 0.00540000 0.00162788
10.89000000 0.00380000 0.00071631
10.89000000 0.00359000 0.00065115
12.25000000 0.00160000 0.00067082
12.25000000 0.00242000 0.00046029
12.25000000 0.00218000 0.00039205
13.69000000 0.00190000 0.00085440
13.69000000 0.00098000 0.00030255
13.69000000 0.00064000 0.00026249
15.21000000 0.00020000 0.00044721
15.21000000 0.00072000 0.00019217
17.01562500 0.00030000 0.00036056
18.06250000 0.00016500 0.00005341
19.14062500 0.00030000 0.00036056
25.00000000 0.00001800 0.00001003
36.00000000 0.00000140 0.00000250
