1.0081 6.8700 0.4378
1.0084 12.3200 1.7724
1.0085 18.4000 9.7950
1.0093 13.5100 4.5758
1.0206 42.8900 5.2905
1.0210 42.1600 0.8926
1.0218 53.9700 7.7247
1.0227 54.1400 3.6771
1.0227 57.8700 7.0886
1.0261 96.7400 2.0080
1.0304 219.5300 6.3887
1.0321 370.7800 29.3840
1.0322 378.5000 31.2203
1.0325 366.3300 7.3871
1.0330 433.5000 38.9829
1.0341 611.5900 47.8922
1.0342 656.4000 51.0251
1.0345 658.3100 19.7556
1.0346 628.1500 11.6852
1.0346 624.7600 14.9759
1.0347 655.4400 51.2167
1.0361 1006.1400 55.8535
1.0362 1078.3800 58.4399
1.0364 996.6200 18.4427
1.0364 999.5300 57.7083
1.0366 1069.6600 41.4785
1.0379 1344.7500 32.9288
1.0383 1277.4700 38.8722
1.0384 1322.3600 33.5836
1.0384 1342.1000 33.8313
1.0386 1413.6500 26.1481
1.0388 1291.7300 43.6378
1.0388 1433.0500 29.8543
1.0392 1434.8400 31.7112
1.0397 1219.3700 46.7653
1.0402 1341.9100 24.6151
1.0403 1127.9100 48.6849
1.0404 1189.9200 32.7139
1.0404 1150.4100 49.1945
1.0407 1193.6700 42.4099
1.0418 866.3900 45.3296
1.0422 770.2400 41.4714
1.0424 811.4700 42.7944
1.0429 833.2000 15.7747
1.0431 807.5400 17.8498
1.0437 558.3900 32.5643
1.0440 522.5900 33.0851
1.0442 536.8700 30.5931
1.0442 535.0400 35.9013
1.0446 582.9300 11.2400
1.0457 371.9800 24.5968
1.0459 364.3800 27.5650
1.0460 443.7100 9.1090
1.0471 377.7700 8.6275
1.0485 258.0700 13.8815
1.0513 199.2600 6.1290
1.0562 115.4600 9.6321
1.0567 115.9300 2.6916
1.0575 93.5800 9.0509
1.0576 93.7500 7.8632
1.0590 96.9600 3.4707
1.0684 61.6900 8.0387
1.0690 50.1200 1.5497
1.0693 50.3100 7.2903
1.0805 35.6100 5.8812
1.0816 27.3000 1.9698
1.0817 31.2700 1.1562
1.1022 16.9300 0.5855
1.1025 15.5000 1.3000
1.1025 16.6500 2.0975
1.1043 17.4700 0.9912
1.1235 12.0900 0.7426
1.1236 10.3000 0.5831
1.1236 11.1000 1.1459
1.1449 7.2000 0.8246
1.1449 6.8200 0.8654
1.1664 6.4000 0.3606
1.1664 5.0800 0.8956
1.1664 6.8600 0.4738
1.1881 5.2000 0.8246
1.1881 4.9700 0.7400
1.2100 4.0000 0.3162
1.2100 4.1900 0.8052
1.2321 2.7500 0.6549
1.2321 3.4400 0.6803
1.2544 2.7100 0.7052
1.2544 2.8600 0.3113
1.2656 2.8100 0.3132
1.2769 2.1500 0.5977
1.2996 2.7500 0.5970
1.3110 2.2200 0.3081
1.3225 2.7500 0.6878
1.3456 1.7400 0.2943
1.3456 1.5200 0.4111
1.3456 1.7800 0.2455
1.3689 2.0000 0.5488
1.3924 1.4000 0.3985
1.4042 1.0400 0.1825
1.4161 1.7200 0.4144
1.4400 1.4800 0.2340
1.4520 0.8000 0.1628
1.4520 0.8200 0.2309
1.5006 0.7700 0.1811
1.5006 1.1200 0.2504
1.5376 0.8700 0.1818
1.5500 0.6200 0.1513
1.5650 0.5500 0.1487
1.6002 0.6600 0.2110
1.6256 0.5300 0.1629
1.6384 0.5400 0.1409
1.6512 0.6800 0.1960
1.6796 0.4800 0.1393
1.7030 0.4300 0.1653
1.7424 0.5400 0.1508
1.7556 0.1600 0.0873
1.7556 0.0400 0.0955
1.8090 0.3300 0.1304
1.8496 0.2900 0.1404
1.8496 0.4000 0.1305
1.8714 0.2400 0.0776
1.8906 0.2800 0.1254
1.9600 0.2200 0.1102
2.0736 0.3200 0.1204
2.1904 0.3600 0.1105
2.3104 0.6600 0.1314
2.4336 0.6700 0.1314
2.5600 0.8400 0.1224
2.6896 0.8300 0.1322
2.8224 0.5100 0.1110
2.9584 0.2600 0.1103
3.0976 0.1100 0.0701
3.2400 0.0300 0.0500
3.3856 0.0400 0.0400
3.5344 0.0200 0.0400
3.6864 0.0700 0.0500
3.8416 0.0900 0.0501
4.0000 0.0200 0.0300
4.1616 0.0200 0.0300
4.3264 0.0000 0.0300
4.4944 0.0100 0.0200
4.6656 0.0200 0.0300
