1.1664 6.56 0.41 0.66
1.2544 2.75 0.29 0.28
1.3456 1.71 0.23 0.17
1.44 1.43 0.22 0.14
1.5376 0.84 0.17 0.1
1.6384 0.52 0.14 0.1
1.7424 0.52 0.14 0.1
1.8496 0.39 0.13 0.1
1.96 0.21 0.11 0.09
2.0736 0.31 0.12 0.08
2.1904 0.35 0.11 0.08
2.3104 0.64 0.13 0.08
2.4336 0.65 0.13 0.08
2.56 0.81 0.12 0.08
2.6896 0.8 0.13 0.08
2.8224 0.49 0.11 0.08
2.9584 0.25 0.11 0.08
3.0976 0.11 0.07 0.06
3.24 0.03 0.05 0.02
3.3856 0.04 0.04 0.02
3.5344 0.02 0.04 0.01
3.6864 0.07 0.05 0.04
3.8416 0.09 0.05 0.05
4.0 0.02 0.03 0.01
4.1616 0.02 0.03 0.01
4.3264 0.0 0.03 0.01
4.4944 0.01 0.02 0.01
4.6656 0.02 0.03 0.01
